M, Cohen, Frédéric, M9, 02:34:46
M, Pouliquen, Jacques, M5, 01:37:34
M, Roman, Fabien, M9, 01:37:48
M, Piat, Lionel, M1, 02:14:48
M, Bachelet, Emmanuel, ELITE_2, 01:34:22
M, Dulac, Thierry, ELITE_2, 01:48:41
M, Daval, Albert, M3, 02:44:52
M, Brachet, Henri, M1, 01:52:24
M, Fraisse, Bruno, M4, 02:17:56
M, Gallen, Jean, M6, 02:15:37
M, Laude, Marcel, M6, 01:06:59
M, Cabaret, Fabien, M4, 02:03:04
M, Gueguen, Albert, M5, 01:02:07
M, Baumann, Mathieu, ELITE_1, 01:43:38
M, Rabier, Franck, M3, 02:09:37
M, Boidin, Lucien, M2, 02:43:50
M, Ravel, Albert, M7, 01:23:17
M, Laurent, Thierry, ELITE_2, 01:20:11
M, Mille, Romain, M5, 01:58:29
M, Clerc, Adrien, M3, 01:42:39
M, Jacquot, Benjamin, M3, 02:54:18
M, Delamare, Joël, M2, 01:19:41
M, Gerard, Guillaume, ELITE_2, 02:35:31
M, Boudet, Christian, ELITE_1, 02:52:48
M, Gourdon, Jean-Paul, M3, 02:10:41
M, Fromont, Jérémy, M6, 01:50:56
M, Rivet, Richard, M6, 02:23:50
M, Grall, Adrien, M2, 02:39:58
M, Jeannot, Sébastien, M5, 01:21:33
M, Poli, Alexandre, M9, 01:56:46
M, Walter, Jean-Marie, M2, 02:03:25
M, Faivre, Patrick, M4, 02:49:27
M, Pain, Hervé, M1, 02:47:48
M, Dulac, Emile, M3, 02:36
M, Marques, Marc, M7, 01:44:17
M, Schmitt, Jacques, M3, 02:54:53
M, Lesage, Adrien, M1, 02:35:37
M, Lesueur, Xavier, M7, 02:34:56
M, Dieu, Maurice, M9, 02:27:18
M, Rose, Joël, M6, 01:47:30
M, Dieu, Vincent, M7, 02:56
M, Bertaux, Francis, M6, 01:36:23
M, Cabot, Fabrice, M3, 02:36:12
M, Fonteneau, Raymond, M4, 02:18
M, Guillet, Guillaume, M6, 01:20:29
M, Lahaye, Gérard, ELITE_2, 02:06:56
M, Cote, Emmanuel, M9, 01:00:19
M, Jestin, Franck, ELITE_2, 01:41:45
M, Durand, Franck, ELITE_1, 02:58:42
M, Lucas, Jean-Pierre, M2, 01:59:45
M, Bauduin, Maurice, M1, 02:06
M, Leclere, Daniel, M5, 02:36:32
M, Gaucher, Stéphane, M2, 01:02:17
M, Navarro, Anthony, M1, 02:29:33
M, Gravier, Jean-Marc, M6, 02:57:44
M, Robillard, Xavier, M4, 02:50:21
M, Rosset, André, M6, 02:09:35
M, James, Alexandre, ELITE_1, 02:41:24
M, Lozano, Dominique, ELITE_2, 01:46:14
M, Verhaeghe, Sylvain, ELITE_2, 02:30:05
M, Rousselle, Franck, M8, 02:49:49
M, Moi, Thierry, M3, 02:09:08
M, Thibault, Thomas, M9, 02:41:11
M, Ricci, Christian, M1, 01:11:41
M, Salvador, Franck, M5, 01:36:16
M, Babin, Lucien, M6, 02:42:15
M, Comte, Claude, M2, 01:45:01
M, Jullien, Mathieu, M2, 02:24:58
M, Marchand, Emile, M7, 02:29:34
M, Chatelet, Guillaume, M9, 01:22:19
M, Demaret, Paul, ELITE_1, 01:49:42
M, Le, Xavier, ELITE_2, 02:50:16
M, Pires, Fabien, M6, 02:06:59
M, Rizzo, Jean-Claude, ELITE_1, 01:24:27
M, Bruneau, Sébastien, M1, 01:18:15
M, Seguin, Eric, ELITE_2, 01:41:27
M, Roussel, Julien, ELITE_2, 02:21:23
M, Boutet, André, M2, 02:36:26
M, Claude, Julien, ELITE_2, 01:09:25
M, Ripoll, Jérôme, M9, 01:16:12
M, Gontier, Gilles, M7, 01:42:16
M, Couture, Georges, M8, 01:39:39
M, Anquetil, Kevin, M4, 02:27:57
M, Marais, Franck, M2, 02:58:53
M, Thibaud, Marcel, M6, 02:54:32
M, Lemaire, Cédric, M8, 01:50:20
M, Masse, Michel, M7, 02:38:45
M, Charvet, Marc, M2, 02:46:56
M, Devos, Florian, M9, 02:02:21
M, Sutter, Henri, M3, 02:10:27
M, Pouget, Jean-Michel, ELITE_2, 02:15:10
M, Roth, Guy, M3, 01:48:56
M, Trouve, Henri, M9, 01:50:44
M, Braun, Marc, ELITE_1, 01:55:41
M, Saunier, David, M6, 02:28:30
M, Habert, Arnaud, M5, 02:30:57
M, Barriere, Marc, M2, 01:24:17
M, Le, Ludovic, ELITE_2, 01:08:09
M, Doucet, Claude, M7, 02:17:43
M, Nourry, Alexandre, M5, 01:24:10
M, Prudhomme, Henri, M7, 01:08:42
M, Villeneuve, Jean-François, M9, 01:46:27
M, Salomon, Patrice, M2, 01:53:06
M, Lefebvre, Grégory, M9, 01:54:07
M, Fosse, Dominique, ELITE_2, 02:12:16
M, Vigouroux, Guy, M6, 02:00:39
M, Boisson, Anthony, M5, 01:59:05
M, Marx, Kevin, M4, 01:10:30
M, Cousin, Mathieu, M8, 01:33:32
M, Saby, Mickaël, ELITE_2, 01:53:17
M, Jezequel, Henri, M7, 01:17:45
M, Renaud, Daniel, M5, 01:34:21
M, Boivin, Serge, ELITE_2, 01:56:24
M, Pacaud, Francis, ELITE_2, 02:11:25
M, Laval, René, M5, 02:45:02
M, Chereau, Marc, ELITE_1, 02:16:42
M, Seguin, Alexis, M2, 02:21:23
M, Barth, Jean-François, M6, 02:22:44
M, Gauthier, Jean-Michel, M2, 01:44:29
M, Malet, Pierre, M6, 01:51:32
M, Eyraud, Henri, M3, 01:23:44
M, Chollet, Daniel, M2, 02:12:08
M, Gachet, Benoît, M5, 01:53:45
M, Jestin, Charles, M6, 01:20:28
M, Mora, Guy, M3, 01:58:20
M, Bossard, Antoine, M4, 01:33:47
M, Decroix, Anthony, M3, 01:11:47
M, Rieu, Maurice, M5, 01:21:43
M, Mignon, Benjamin, M7, 02:22:55
M, Perraud, Joseph, M7, 02:46:30
M, Dassonville, Denis, M1, 01:56:04
M, Huet, Eric, M2, 02:05:14
M, Thouvenin, Frédéric, M9, 01:35:24
M, Gaborit, René, M4, 02:36:55
M, Gobert, Denis, M3, 02:52:23
M, Benhamou, Mickaël, M7, 01:38:33
M, Bouton, André, M6, 02:26:24
M, Touati, Joseph, ELITE_2, 01:12:49
M, Marti, Ludovic, ELITE_2, 01:00:44
M, Langevin, Jean-Marie, M3, 02:49:20
M, Benoist, Jean-François, M3, 01:52:18
M, Ortiz, Thierry, ELITE_1, 01:10:21
M, Lapeyre, Grégory, M9, 02:37:39
M, Momo, Guillaume, M4, 02:39:54
M, Houssin, Xavier, ELITE_1, 02:09:20
M, Sueur, Arnaud, M4, 01:23:15
M, Allais, Cédric, M1, 02:04:42
M, Galy, Alain, ELITE_1, 01:53:48
M, Munoz, Jean-Luc, M3, 01:44:49
M, Boutry, Damien, ELITE_2, 01:40:56
M, Duc, Richard, M8, 01:09:54
M, Berthet, Emile, M2, 01:21:59
M, Cochard, Jean-Pierre, M8, 02:08:26
M, Perrault, Fabrice, M1, 01:34:43
M, Autret, Jérémy, M3, 01:12:02
M, Auge, Cédric, M8, 01:23:45
M, Chauvet, Gilbert, ELITE_2, 02:44:25
M, Bo, Clément, M2, 01:32:33
M, Bardon, Guy, ELITE_1, 01:22:34
M, Galland, Jérôme, M1, 02:19:07
M, Favreau, André, M7, 01:38:35
M, Baudoin, David, M4, 01:41:19
M, Crespin, Frédéric, ELITE_2, 01:08:03
M, Paoli, Maxime, ELITE_2, 01:18:11
M, Fevrier, Bruno, M3, 01:19:24
M, Cotte, Florian, M1, 02:10:01
M, Froger, Olivier, M8, 01:10:35
M, Pradel, Dominique, M3, 01:50:48
M, Chapron, Yves, M5, 02:17:49
M, Blanchet, Thierry, M6, 02:40:39
M, Pinel, Joseph, M4, 01:53:56
M, Gallen, Eric, M9, 01:42:46
M, Peres, Anthony, M3, 02:22:16
M, Labrousse, Bernard, M1, 02:09:18
M, Langlais, Grégory, ELITE_1, 02:29:40
M, Grimaud, Cyril, M8, 01:22:18
M, Pierron, Jean, M3, 01:42:25
M, Vinet, Jacques, ELITE_1, 01:23:02
M, Nicol, Fabrice, M1, 02:36:56
M, Le, Benoît, ELITE_2, 01:18:43
M, Pinon, Loïc, M4, 01:41:54
M, Duriez, Joël, ELITE_2, 02:14:20
M, Jacquemin, Jean, M1, 01:51:58
M, Dassonville, Henri, M4, 01:46:34
M, Juan, Arnaud, M4, 02:06:36
M, Godart, Marcel, M1, 01:25:15
M, Vallon, André, M6, 01:12:33
M, Mestre, Jean, M1, 02:19:36
M, Vasseur, Adrien, M7, 01:59:03
M, Chereau, Raymond, M2, 02:50:04
M, Bastien, Guillaume, M6, 02:07:09
M, Vernet, Denis, M7, 01:47:07
M, Guillet, Arnaud, M9, 01:35:20
M, Ruelle, Didier, M5, 02:26:55
M, Carpentier, Jean-Paul, ELITE_1, 02:12:34
M, Arnault, Mickaël, ELITE_1, 02:38
M, Le, Jean-Michel, ELITE_2, 01:52:19
M, Bouteille, Jean, M2, 02:51:05
M, Pignon, Mathieu, M3, 02:36:40
M, Caro, Anthony, M7, 02:00:14
M, Daval, Jean-Luc, M2, 01:49:26
M, Noury, Frédéric, M2, 01:20:32
M, Blandin, David, M4, 02:39:39
M, Chauveau, Stéphane, M9, 01:11:39
M, Wolff, Gilbert, M6, 02:41:56
M, Gautheron, Christian, M9, 02:44:33
M, George, Jean-Luc, M7, 01:58:36
M, Hebert, Dominique, M7, 02:23:18
M, Prigent, Jérôme, ELITE_2, 01:16:19
M, Allain, Cédric, M1, 02:12:53
M, Leclercq, Lionel, M8, 01:33:41
M, Le, Lucien, M4, 02:24:04
M, Carrere, Jean-Claude, M5, 01:58:02
M, Comte, Emile, M1, 01:45:30
M, Wiart, Lionel, M5, 01:46:29
M, Barre, Thomas, M3, 01:01:05
M, Thouvenin, Damien, M1, 01:38:59
M, Pernot, Jean-Pierre, M6, 02:43:44
M, Saby, Clément, M4, 02:31:51
M, Bernard, Cyril, M5, 01:33:07
M, Guiot, Lionel, M1, 02:52:14
M, Dejardin, Jean-Pierre, M8, 02:06:56
M, Pichot, Gilbert, M1, 01:02:06
M, Rousseau, Jérémy, M1, 01:28:01
M, Gonnet, Eric, M9, 01:01:54
M, Ortiz, Benjamin, ELITE_1, 01:06:12
M, Clavier, Nicolas, ELITE_2, 02:48:45
M, George, Serge, M7, 01:20:02
M, Berard, Raymond, M7, 01:46:57
M, James, Pierre, M3, 02:03:52
M, Coudert, Paul, M7, 01:25:41
M, Le, Sylvain, M3, 01:39:55
M, Potel, Roland, M3, 02:12:48
M, Favre, Xavier, M4, 01:28:43
M, Durieux, Jean-Pierre, ELITE_1, 02:02:17
M, Kohler, Alexandre, M6, 01:39:10
M, Brasseur, Alexandre, M9, 01:34:17
M, Beaugrand, Jonathan, M4, 01:55:36
M, Duval, Benjamin, M6, 02:55:51
M, Gallo, Daniel, M5, 01:05:36
M, Declercq, Francis, M4, 01:15:04
M, Ramon, Alexandre, M4, 02:03:29
M, Grange, Patrice, M5, 01:48:03
M, Granier, Paul, M8, 01:55:33
M, Villette, Jonathan, M4, 02:14:17
M, Letellier, Albert, ELITE_2, 01:28:23
M, Maes, Jonathan, M8, 02:39:10
M, Cadot, Michel, M6, 01:52:32
M, Grondin, Maxime, M6, 02:55:21
M, Wagner, Pierre, M3, 02:04:20
M, Delalande, Nicolas, M2, 01:45:27
M, Chapuis, Patrick, M9, 01:30:47
M, Leleu, Julien, ELITE_1, 02:32:20
M, Fourcade, Vincent, M4, 01:25:59
M, Chambon, Bernard, M1, 02:59:47
M, Gontier, Henri, M6, 01:50:30
M, Dubus, Vincent, M4, 01:21:17
M, Leonard, Fabien, M8, 01:51:30
M, Laurent, Paul, M5, 02:24:24
M, Le, Xavier, ELITE_1, 01:11:54
M, Lebel, Philippe, M7, 01:41:06
M, Bisson, Jean-Michel, M4, 01:22:54
M, Chauvel, Franck, M1, 02:47:12
M, Cros, Emmanuel, M4, 01:48:29
M, Chassagne, Thomas, M5, 01:22:20
M, Lafarge, Denis, M5, 02:52
M, Pellet, Mathieu, M7, 01:37:42
M, Cordonnier, Jean, M9, 02:53:52
M, Ferron, Christophe, M9, 02:02:59
M, Humeau, Daniel, M3, 01:16:39
M, Santoni, Jérôme, ELITE_1, 01:01:14
M, Delorme, Jean-Paul, M8, 02:50:45
M, Marque, Vincent, M1, 02:33:16
M, Leca, Serge, M4, 01:46:54
M, Chiron, Charles, M8, 01:51:55
M, Theron, Emile, ELITE_1, 02:03:55
M, Picot, Paul, M8, 01:05:43
M, Brossard, Maxime, M4, 02:33:06
M, Roulet, Serge, M1, 01:35:29
M, Fleury, Denis, M9, 01:39:29
M, Monin, Albert, M7, 02:17:05
M, Nedelec, Christian, M7, 01:23:34
M, Guerineau, Marc, M3, 02:42:05
M, Cabot, Patrick, M3, 01:12:34
M, Bricout, Hervé, M6, 01:38:01
M, Menard, Alain, M5, 02:40:10
M, Lang, Arnaud, ELITE_2, 01:04:33
M, Delaunay, René, M2, 01:13:03
M, Pannetier, David, ELITE_2, 02:42:36
M, Pineau, Gilles, M3, 01:30:45
M, Dubost, Patrice, M6, 02:23:30
M, Thiriet, Robert, M7, 02:11:01
M, Henriot, Fabrice, M2, 01:55:36
M, Reymond, Daniel, M5, 01:02:15
M, Guillon, Roland, M3, 02:56:23
F, Long, Anna, M9, 01:04:28
F, Couturier, Julia, M9, 01:47:01
F, Vignon, Justine, ELITE_2, 02:33:55
F, Jacques, Lily, ELITE_2, 02:02:30
F, Balland, Capucine, M5, 02:55:52
F, Gazeau, Maeva, ELITE_2, 01:53:19
F, Bobo, Cloe, ELITE_1, 01:37:05
F, Ortega, Jeanne, ELITE_2, 02:08:27
F, Mathey, Eloise, M5, 01:02:40
F, Bayle, Lola, M2, 02:34:37
F, Lecuyer, Anna, M6, 02:09:30
F, Leclercq, Emma, M3, 02:35:38
F, George, Anna, M7, 02:07:48
F, Le, Julia, M6, 02:55:48
F, Bernard, Loane, ELITE_1, 01:34:23
F, Beraud, Faustine, M2, 01:40:30
F, Neveu, Sara, M7, 01:57:55
F, Grange, Ambre, M1, 01:11:58
F, Grignon, Ambre, M2, 01:47:23
F, Gillot, Cloe, M4, 02:07
F, George, Celia, ELITE_2, 01:41:45
F, Bertrand, Chloe, M3, 01:12:08
F, Bordier, Lou, ELITE_2, 02:31:03
F, Chatelain, Clemence, ELITE_2, 02:09:50
F, Foret, Clarisse, M3, 01:55:10
F, Flament, Noemie, M8, 01:13:55
F, Escoffier, Julie, M3, 01:42:33
F, Foulon, Melina, M9, 01:02:25
F, Pinard, Margaux, M2, 02:07:20
F, Gambier, Louna, M7, 01:18
F, Chapelle, Chloe, M5, 02:39:10
F, Segura, Coline, M9, 02:49:11
F, Sene, Elise, M6, 01:05
F, Gillet, Claire, ELITE_2, 01:13:59
F, Piriou, Lise, M9, 02:41:25
F, Barthe, Juliette, M9, 01:42:33
F, Clavel, Elsa, M1, 02:15:43
F, Poncet, Lena, M5, 02:40:44
F, Ortiz, Nina, M3, 01:22:17
F, Durant, Justine, M1, 02:52:49
F, Mouret, Juliette, M8, 01:23:35
F, Bonnot, Marine, M4, 01:25:04
F, Mathis, Fanny, M5, 01:21:14
F, Papon, Manon, M9, 02:15:18
F, Godet, Louane, M5, 01:29:02
F, Pajot, Emma, ELITE_2, 01:02:09
F, Polo, Fanny, M3, 01:49:20
F, Graff, Lana, ELITE_2, 02:03:46
F, Salle, Margot, M7, 01:44:42
F, Chabanne, Eloise, M2, 01:29:13
F, Marechal, Melissa, ELITE_2, 01:33:52
F, Vallee, Laura, ELITE_1, 02:14:31
F, Jegou, Meline, M5, 01:03:27
F, Chabaud, Margaux, M1, 02:29:29
F, Gutierrez, Lilou, M5, 02:23:13
F, Chabaud, Louane, M3, 01:45:24
F, Blouin, Clemence, ELITE_1, 01:55:34
F, Beaulieu, Lea, M7, 01:03:06
F, Blin, Gabrielle, M2, 01:36:42
F, Nguyen, Claire, ELITE_1, 01:08:11
F, Roch, Louane, M3, 01:59:37
F, Adam, Luna, M3, 02:11:56
F, Brochard, Eloise, ELITE_1, 02:12:58
F, Baudin, Gabrielle, M5, 02:25:02
F, Seite, Adele, ELITE_1, 01:29:43
F, Provost, Elise, M8, 01:51:39
F, Potin, Eloise, M5, 01:58:05
F, Neuville, Noemie, M8, 01:50:57
F, Pasquier, Clarisse, ELITE_1, 02:46:58
F, Vautrin, Salome, M4, 01:05:24
F, Chatelet, Laura, M1, 02:02:57
F, Lacoste, Eloise, M5, 01:21:14
F, La, Marine, M5, 02:09:01
F, Calvet, Lana, M6, 02:16:29
F, Bernet, Sofia, M5, 01:00:33
F, Lo, Elena, M4, 01:12:46
F, Gibert, Laurine, ELITE_2, 02:20:30
F, Ribot, Nina, M8, 02:33:40
F, Chauvet, Lina, M1, 02:00:16
F, Blais, Andrea, M7, 01:18:31
F, Laurent, Marine, M7, 01:29:59
F, Marti, Yasmine, M6, 02:52:11
F, Tissier, Luna, ELITE_1, 02:12:15
F, Marin, Chloe, M2, 01:49:24
F, Garin, Amelie, M3, 02:28:05
F, Philippe, Cloe, M8, 02:23:02
F, Vannier, Noemie, M8, 02:35:06
F, Pascal, Lana, M4, 02:32:44
F, Dietrich, Agathe, M8, 02:41:21
F, Bachelier, Ines, M8, 02:35:51
F, Delmas, Eva, M1, 02:44:35
F, Poulain, Margaux, M7, 01:30:53
F, Betton, Amandine, M7, 01:29:51
F, Bauduin, Ines, M4, 02:54:18
F, Gonthier, Lilou, M4, 02:34:19
F, Ferrier, Melina, M5, 01:35:18
F, Cartier, Clara, M5, 01:14:20
F, Luc, Loane, M9, 02:12:58
F, Adam, Capucine, ELITE_1, 02:12:32
F, Carle, Marion, M1, 02:03:04
F, Berthier, Eva, M4, 01:00:02
F, Dauphin, Lena, M2, 02:45:35
F, Fayard, Lina, M7, 02:26:01
F, Guiot, Clementine, ELITE_1, 02:02:04
F, Rougier, Nina, M4, 01:36:42
F, Gillot, Louna, M3, 02:15:37
F, De, Noemie, M1, 01:45:24
F, Ducos, Romane, M9, 02:56:57
F, Brion, Leane, M5, 01:00:48
F, Bizet, Sarah, M9, 01:45:37
F, Kremer, Lea, M7, 01:33:13
F, Meyer, Rose, M5, 02:11:59
F, Roux, Clemence, M9, 02:38:32
F, Segura, Emilie, M9, 02:59:24
F, Diot, Lilou, M8, 02:35:48
F, Roussel, Claire, M1, 01:53:30
F, Cornet, Yasmine, M4, 02:42:42
F, Neuville, Morgane, M1, 02:26:09
F, Vautrin, Meline, ELITE_2, 02:28:46
F, Camus, Capucine, ELITE_1, 02:10:14
F, Nguyen, Emilie, M4, 02:26:18
F, Cordier, Lena, M5, 01:35:25
